,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price
23913,"Balcony,Electricity Meter,Water Meter,Landline",4,3,230.0,0,1,Obour City,Not in Compound,1450000.0
23914,"Security,Electricity Meter,Natural Gas,Elevator",2,1,121.0,0,9,Nasr City,Not in Compound,800000.0
23916,"Balcony,Covered Parking,Electricity Meter,Water Meter,Landline",3,2,163.0,0,2,Obour City,Not in Compound,900000.0
23917,No,3,2,150.0,0,1,Nasr City,Not in Compound,350000.0
23918,"Central A/C & heating,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,210.0,0,4,Heliopolis,Not in Compound,2400000.0
23919,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,103.0,0,1,Madinaty,Madinaty,1200000.0
23920,"Balcony,Security",2,1,90.0,0,4,Rehab City,Not in Compound,1050000.0
23921,"Built in Kitchen Appliances,Natural Gas,Landline,Elevator",2,1,130.0,1,8,New Nozha,Not in Compound,1050000.0
23922,No,3,2,140.0,0,4,Sheraton,Not in Compound,1300000.0
23924,"Balcony,Covered Parking,Pets Allowed,Water Meter,Natural Gas,Landline,Elevator",3,2,192.0,0,2,Madinaty,Madinaty,2450000.0
23926,No,2,2,175.0,0,1,Obour City,Not in Compound,950000.0
23927,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,178.0,0,4,Madinaty,Madinaty,2200000.0
23928,"Balcony,Electricity Meter,Water Meter,Landline",3,1,145.0,0,3,Obour City,Not in Compound,850000.0
23929,"Balcony,Electricity Meter,Water Meter,Landline",3,1,170.0,0,3,Obour City,Not in Compound,1100000.0
23930,"Balcony,Elevator,Landline,Water Meter,Electricity Meter,Security",2,1,66.0,0,5,Madinaty,Not in Compound,800000.0
23931,"Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,4,Zahraa Al Maadi,Not in Compound,870000.0
23933,"Balcony,Built in Kitchen Appliances,Private Garden,Electricity Meter,Landline",3,3,240.0,0,0,Obour City,Not in Compound,1750000.0
23934,"Balcony,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,170.0,0,7,New Cairo - El Tagamoa,Not in Compound,850000.0
23935,No,3,2,155.0,0,1,Maadi,Not in Compound,1250000.0
23936,"Balcony,Electricity Meter,Landline",3,2,190.0,0,3,Obour City,Not in Compound,1050000.0
23937,Balcony,3,2,190.0,0,4,Maadi,Not in Compound,3500000.0
23938,No,3,3,200.0,0,1,New Cairo - El Tagamoa,Not in Compound,2900000.0
23939,"Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,145.0,0,0,Nasr City,Not in Compound,1100000.0
23940,"Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,110.0,0,10,Zahraa Al Maadi,Not in Compound,750000.0
23941,"Balcony,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,145.0,0,1,Mokattam,Not in Compound,900000.0
23943,"Balcony,Electricity Meter,Water Meter,Landline",3,2,175.0,0,1,Obour City,Not in Compound,1150000.0
23944,No,2,1,110.0,0,3,Badr City,Not in Compound,425000.0
23945,No,3,2,170.0,0,3,Nasr City,Not in Compound,1200000.0
23946,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,100.0,0,3,Obour City,Not in Compound,450000.0
23948,"Balcony,Covered Parking,Security,Elevator",2,2,96.0,0,3,Madinaty,Madinaty,960000.0
23949,Elevator,3,2,250.0,0,10,Sheraton,Not in Compound,2600000.0
23950,"Balcony,Security,Elevator",2,1,88.0,0,5,Nasr City,Not in Compound,400000.0
23951,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,131.0,0,5,Rehab City,Rehab City,1700000.0
23952,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,205.0,0,3,New Cairo - El Tagamoa,Not in Compound,2350000.0
23954,"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,74.0,0,7,Maadi,Baron City,710000.0
23955,"Balcony,Security,Electricity Meter,Natural Gas,Landline,Elevator",2,1,100.0,0,9,Heliopolis,Not in Compound,900000.0
23956,"Balcony,Pets Allowed,Security,Electricity Meter,Natural Gas,Landline,Elevator",2,2,96.0,0,3,Madinaty,Madinaty,930000.0
23958,No,3,3,169.0,0,6,Madinaty,Not in Compound,1990000.0
23959,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,136.0,0,0,Rehab City,Rehab City,1950000.0
23960,No,3,2,160.0,0,7,Zahraa Al Maadi,Not in Compound,800000.0
23961,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,133.0,0,2,Madinaty,Madinaty,1500000.0
23962,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas",3,3,183.0,0,1,Madinaty,Madinaty,2250000.0
23963,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Landline",3,3,250.0,0,1,Obour City,Not in Compound,1100000.0
23964,"Balcony,Private Garden,Security,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,2,New Cairo - El Tagamoa,Dar Misr,730000.0
23965,"Electricity Meter,Water Meter,Natural Gas",3,1,120.0,0,6,Salam City,Not in Compound,220000.0
23966,"Electricity Meter,Water Meter,Natural Gas,Landline",3,1,95.0,0,5,Ain Shams,Not in Compound,250000.0
23967,"Balcony,Security",2,1,80.0,0,1,Zawya al-Hamra,Degla Palms,360000.0
23968,"Balcony,Private Garden,Covered Parking,Water Meter",3,2,200.0,0,1,New Cairo - El Tagamoa,Not in Compound,1750000.0
23969,"Built in Kitchen Appliances,Central A/C & heating,Landline",1,1,64.0,1,0,Madinaty,Madinaty,800000.0
23971,No,2,1,72.0,0,2,Mokattam,Not in Compound,340000.0
23972,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,175.0,1,1,Madinaty,Madinaty,2500000.0
23973,No,3,1,97.0,0,4,Badr City,Not in Compound,350000.0
23975,"Balcony,Covered Parking,Elevator",3,2,158.0,0,2,Shorouk City,Not in Compound,850000.0
23976,"Balcony,Covered Parking,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,274.0,0,3,New Cairo - El Tagamoa,Mountain View Hyde Park,2700000.0
23977,No,3,1,135.0,0,2,Nasr City,Not in Compound,950000.0
23978,"Balcony,Covered Parking,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,202.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,2350000.0
23979,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Maids Room,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,287.0,0,4,Maadi,Not in Compound,3500000.0
23980,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,138.0,0,1,Madinaty,Madinaty,1700000.0
23981,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,130.0,0,5,New Cairo - El Tagamoa,Not in Compound,860.0
23982,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,171.0,0,1,New Cairo - El Tagamoa,Not in Compound,1550000.0
23984,"Pets Allowed,Private Garden,Security",3,3,176.0,0,0,New Cairo - El Tagamoa,The Square,2000000.0
23985,No,3,2,108.0,0,3,Rehab City,Not in Compound,1450000.0
23987,No,3,3,213.0,0,1,New Cairo - El Tagamoa,Not in Compound,7000.0
23988,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,125.0,0,5,Heliopolis,Not in Compound,1100000.0
23989,"Balcony,Security",3,2,136.0,0,5,Gesr Al Suez,Madinaty,1700000.0
23990,"Balcony,Covered Parking,Pets Allowed,Security,Elevator",3,3,175.0,0,1,Madinaty,Madinaty,2300000.0
23991,"Balcony,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas",3,3,210.0,0,2,New Cairo - El Tagamoa,Eastown,3300000.0
23992,"Balcony,Built in Kitchen Appliances,Private Garden,Pets Allowed,Electricity Meter,Landline",3,2,150.0,0,0,Obour City,Not in Compound,800000.0
23993,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,110.0,0,5,Maadi,Not in Compound,750000.0
23994,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,155.0,0,2,New Cairo - El Tagamoa,Not in Compound,1600000.0
23995,"Balcony,Security,Covered Parking,Pool,Water Meter,Natural Gas,Landline,Elevator",3,2,155.0,0,2,Rehab City,Not in Compound,800.0
23996,No,2,1,108.0,0,10,New Cairo - El Tagamoa,Not in Compound,825000.0
23997,"Balcony,Security,Electricity Meter,Water Meter,Landline,Elevator",2,2,86.0,0,4,Nasr City,Not in Compound,1100000.0
23998,"Balcony,Security,Natural Gas,Landline,Elevator",3,1,180.0,0,1,Nasr City,Not in Compound,1320000.0
24000,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,130.0,0,5,Maadi,Not in Compound,680000.0
24001,"Balcony,Security",3,3,162.0,0,4,New Cairo - El Tagamoa,The Square,1400000.0
24003,"Electricity Meter,Water Meter,Elevator",3,1,130.0,0,8,Maadi,Not in Compound,450000.0
24004,Balcony,2,1,75.0,0,5,Helwan,Not in Compound,135000.0
24005,"Balcony,Pets Allowed,Private Garden,Security,Electricity Meter",3,2,158.0,0,0,Madinaty,Madinaty,2250000.0
24007,"Balcony,Pets Allowed,Landline",3,2,205.0,0,1,New Cairo - El Tagamoa,Not in Compound,2000000.0
24008,No,2,1,120.0,0,5,Heliopolis,Not in Compound,875000.0
24009,No,4,3,280.0,0,3,Heliopolis,Not in Compound,2600000.0
24010,"Balcony,Built in Kitchen Appliances,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211.0,0,5,Madinaty,Madinaty,3500000.0
24011,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,136.0,0,0,Rehab City,Rehab City,1950000.0
24012,"Balcony,Covered Parking,Security,Elevator",3,2,116.0,1,1,Madinaty,Madinaty,1230000.0
24013,No,3,1,143.0,0,3,Madinaty,Not in Compound,1750000.0
24016,"Balcony,Electricity Meter,Water Meter,Landline",3,2,260.0,0,1,Obour City,Not in Compound,2100000.0
24017,"Balcony,Pets Allowed,Security,Electricity Meter,Natural Gas,Landline,Elevator",3,2,135.0,0,2,Madinaty,Madinaty,1700000.0
24018,No,3,2,106.0,0,0,Madinaty,Not in Compound,1400000.0
24019,"Balcony,Electricity Meter,Water Meter,Natural Gas",2,2,96.0,0,5,Madinaty,Madinaty,1250000.0
24020,No,3,1,96.0,0,0,Nasr City,Not in Compound,450000.0
24021,Balcony,3,2,162.0,0,4,Helwan,Not in Compound,675000.0
24022,"Balcony,Pets Allowed,Private Garden,Electricity Meter,Water Meter,Landline",2,1,125.0,0,1,Obour City,Not in Compound,525000.0
24023,No,3,2,165.0,1,1,Helwan,Not in Compound,1350000.0
24024,"Balcony,Security",4,3,210.0,0,4,New Cairo - El Tagamoa,The Square,1850000.0
24025,"Balcony,Electricity Meter,Water Meter,Landline",3,2,200.0,0,1,Obour City,Not in Compound,1250000.0
24026,"Balcony,Electricity Meter,Water Meter,Landline",3,1,170.0,0,3,Obour City,Not in Compound,1100000.0
24027,"Balcony,Electricity Meter,Water Meter,Landline",3,2,200.0,0,3,Obour City,Not in Compound,800000.0
24028,"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,162.0,0,2,New Cairo - El Tagamoa,Not in Compound,1400000.0
24029,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,171.0,0,1,New Cairo - El Tagamoa,Not in Compound,1550000.0
24030,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Elevator",3,3,205.0,0,6,Maadi,Not in Compound,1730000.0
24031,"Balcony,Maids Room,Pets Allowed,Private Garden,Security,Pool",3,3,186.0,0,0,New Cairo - El Tagamoa,Eastown,3150000.0
24032,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,180.0,0,0,Ain Shams,Not in Compound,2000000.0
24033,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Landline",3,2,175.0,0,1,Obour City,Not in Compound,1150000.0
24034,No,3,2,230.0,0,1,New Cairo - El Tagamoa,Not in Compound,1050000.0
24035,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,180.0,0,8,Helwan,Not in Compound,990.0
24036,"Balcony,Electricity Meter,Natural Gas,Landline",3,1,100.0,0,4,Downtown Cairo,Not in Compound,660000.0
24037,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,165.0,0,4,Helwan,Not in Compound,850.0
24038,No,4,1,115.0,0,2,Downtown Cairo,Not in Compound,1100000.0
24039,"Balcony,Natural Gas,Landline",3,2,126.0,0,4,Nasr City,Not in Compound,900000.0
24040,No,3,2,200.0,1,2,New Cairo - El Tagamoa,Not in Compound,2450000.0
24041,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,155.0,0,2,Rehab City,Rehab City,2350000.0
24042,No,2,1,92.0,0,0,Rehab City,Not in Compound,1250000.0
24043,"Balcony,Pets Allowed,Security,Electricity Meter,Elevator",3,3,186.0,0,0,Madinaty,Madinaty,2400000.0
24044,"Elevator,Landline,Balcony,Covered Parking",3,2,150.0,0,2,Shorouk City,Not in Compound,1350000.0
24045,No,3,2,160.0,0,4,Rehab City,Rehab City,1670000.0
24046,"Balcony,Covered Parking,Electricity Meter,Water Meter,Landline",3,2,210.0,0,1,Obour City,Not in Compound,1150000.0
24047,"Balcony,Pets Allowed,Private Garden,Electricity Meter,Landline",3,2,150.0,0,0,Obour City,Not in Compound,800000.0
24048,"Balcony,Electricity Meter,Water Meter,Landline",3,2,200.0,0,2,Obour City,Not in Compound,1250000.0
24049,No,3,2,185.0,0,11,Downtown Cairo,Not in Compound,1800000.0
24051,"Security,Natural Gas,Landline,Electricity Meter",2,1,81.0,0,1,Madinaty,Madinaty,9000.0
24052,"Balcony,Pets Allowed,Private Garden,Electricity Meter,Water Meter,Landline",3,2,180.0,0,0,Obour City,Not in Compound,1250000.0
24053,No,3,1,115.0,0,4,New Cairo - El Tagamoa,Not in Compound,455000.0
24054,"Balcony,Electricity Meter,Water Meter,Landline",4,3,230.0,0,1,Obour City,Not in Compound,1450000.0
24055,"Built in Kitchen Appliances,Central A/C & heating,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,130.0,0,4,Helmeyat El Zaytoun,Not in Compound,760000.0
24056,"Balcony,Built in Kitchen Appliances,Pool,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,115.0,0,3,Zamalek,Not in Compound,2300000.0
24057,No,3,2,200.0,0,5,Heliopolis,Not in Compound,2300000.0
24058,"Balcony,Built in Kitchen Appliances,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter",2,1,100.0,0,0,Rehab City,Not in Compound,1250000.0
24060,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,130.0,0,2,Waili,Not in Compound,1300000.0
24062,"Balcony,Private Garden,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",3,2,128.0,0,0,Madinaty,Madinaty,1550000.0
24063,"Balcony,Central A/C & heating,Security",3,3,170.0,0,3,New Cairo - El Tagamoa,The Square,1750000.0
24064,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120.0,0,6,Heliopolis,Not in Compound,800000.0
24065,No,3,3,169.0,0,6,Madinaty,Not in Compound,1990000.0
24066,"Balcony,Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,146.0,1,2,New Cairo - El Tagamoa,VGK,2450000.0
24067,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Landline",3,2,190.0,0,3,Obour City,Not in Compound,1050000.0
24068,"Balcony,Built in Kitchen Appliances,Security,Covered Parking,Maids Room,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,260.0,0,4,Mokattam,Not in Compound,1700000.0
24069,Covered Parking,3,2,133.0,0,3,Madinaty,Madinaty,400000.0
24070,No,3,3,260.0,1,2,Nasr City,Not in Compound,2100000.0
24071,"Balcony,Security,Covered Parking,Pool",3,3,160.0,0,2,New Cairo - El Tagamoa,Galleria Moon Valley,1600000.0
24072,"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,186.0,0,2,New Cairo - El Tagamoa,Not in Compound,3600000.0
24074,"Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,98.0,0,9,Nasr City,Not in Compound,385000.0
24075,No,2,1,70.0,0,0,New Cairo - El Tagamoa,Not in Compound,470000.0
24076,Security,3,3,180.0,0,0,Shorouk City,Not in Compound,900000.0
24077,No,3,1,87.0,0,2,Ain Shams,Not in Compound,265000.0
24078,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,170.0,0,3,New Cairo - El Tagamoa,The Square,1550000.0
24079,No,3,2,160.0,0,8,Maadi,Not in Compound,800.0
24080,"Balcony,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Landline",4,3,250.0,0,3,Obour City,Not in Compound,1500000.0
24081,No,2,1,95.0,1,11,Nasr City,Not in Compound,720000.0
24082,"Balcony,Private Garden,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Landline,Elevator",3,3,177.0,0,0,Madinaty,Madinaty,2550000.0
24083,No,2,1,89.0,0,1,Madinaty,Not in Compound,950000.0
24084,No,2,2,103.0,0,0,Madinaty,Madinaty,1150000.0
24085,No,2,1,90.0,0,3,Rehab City,Not in Compound,1300000.0
24086,No,3,3,140.0,0,5,New Cairo - El Tagamoa,Dar Misr,722000.0
24087,"Balcony,Electricity Meter,Water Meter,Landline",3,2,190.0,0,2,Obour City,Not in Compound,780000.0
24088,"Balcony,Security,Covered Parking,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,127.0,0,2,New Cairo - El Tagamoa,Eastown,2200000.0
24089,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas",2,1,89.0,0,0,Madinaty,Madinaty,650000.0
24090,"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,210.0,0,2,New Cairo - El Tagamoa,Eastown,3300000.0
24091,"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,189.0,0,3,New Cairo - El Tagamoa,Not in Compound,3550000.0
24092,"Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211.0,0,3,Madinaty,Madinaty,2600000.0
24093,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,99.0,0,5,Rehab City,Not in Compound,1400000.0
24094,"Balcony,Built in Kitchen Appliances,Security,Pets Allowed,Electricity Meter,Water Meter,Elevator",2,1,135.0,0,5,Zahraa Al Maadi,Not in Compound,1147000.0
24095,"Balcony,Built in Kitchen Appliances,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,136.0,0,0,Rehab City,Rehab City,2300000.0
24096,Balcony,2,1,125.0,0,8,Maadi,Not in Compound,550000.0
24097,"Balcony,Security,Covered Parking",2,1,90.0,1,2,Nasr City,Not in Compound,750000.0
24099,"Electricity Meter,Water Meter",3,1,110.0,0,2,Badr City,Not in Compound,450000.0
24100,"Balcony,Elevator",2,1,80.0,0,6,Marg,Not in Compound,350000.0
24102,"Balcony,Covered Parking,Electricity Meter,Water Meter,Landline",3,3,235.0,0,1,Obour City,Not in Compound,1150000.0
24103,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90.0,0,3,Rehab City,Rehab City,1200000.0
24104,No,3,3,199.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,2250000.0
24105,"Balcony,Private Garden,Electricity Meter,Water Meter",3,1,140.0,0,3,Obour City,Not in Compound,625000.0
24106,No,2,3,127.0,0,3,New Cairo - El Tagamoa,Eastown,1950000.0
24107,No,4,3,261.0,0,5,Madinaty,Madinaty,3250000.0
24108,"Balcony,Built in Kitchen Appliances",3,2,210.0,0,0,Obour City,Not in Compound,1150000.0
24111,"Balcony,Covered Parking,Electricity Meter,Water Meter",2,2,146.0,0,4,Zahraa Al Maadi,Not in Compound,1500000.0
24114,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,175.0,0,3,New Cairo - El Tagamoa,Not in Compound,2000000.0
24116,"Balcony,Pets Allowed,Security",2,2,134.0,0,3,New Cairo - El Tagamoa,Mountain View Hyde Park,1550000.0
24117,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,275.0,0,2,New Cairo - El Tagamoa,Not in Compound,3600000.0
24119,"Balcony,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,160.0,0,0,Madinaty,Madinaty,1600000.0
24120,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120.0,0,5,Mokattam,Not in Compound,590000.0
24121,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,210.0,0,1,Obour City,Not in Compound,1150000.0
24122,No,2,1,90.0,0,6,Madinaty,Madinaty,1000000.0
24123,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90.0,0,4,Rehab City,Rehab City,1300000.0
24125,"Balcony,Electricity Meter,Water Meter,Landline,Elevator",2,1,120.0,0,4,New Nozha,Not in Compound,850000.0
24126,No,2,1,120.0,0,1,Nasr City,Not in Compound,800000.0
24127,No,2,1,92.0,0,0,Rehab City,Not in Compound,1270000.0
24128,"Electricity Meter,Water Meter",2,1,75.0,1,4,New Cairo - El Tagamoa,Not in Compound,100000.0
